test_case,metric_type,best_0,best_1,best_2,best_3,best_4,best_5
102,Avg,807014.7206522521,806706.5708791683,,,,
102,SA,0.755767,0.7556216037884742,,,,
103,Avg,959872.0725390256,960053.7507967602,,,,
103,SA,0.770081,0.7701514009269609,,,,
104,Avg,2256023.365031607,2255667.770027415,,,,
104,SA,0.808684,0.8084739957728359,,,,
105,Avg,2273513.826765784,2272011.401451773,,,,
105,SA,0.779029,0.7792185127755252,,,,
106,Avg,-590469.0973378208,-589513.9115001152,,,,
106,SA,0.440402,0.4404471927496889,,,,
107,Avg,1161411.845012011,1161402.201125251,,,,
107,SA,0.665051,0.6651445766076876,,,,
108,Avg,247606.73842575453,247769.38575537005,,,,
108,SA,0.713811,0.7137634964396282,,,,
109,Avg,293369.03702624,293835.4411271047,,,,
109,SA,0.891665,0.8915773574928367,,,,
110,Avg,-2573141.8676803834,-2571666.5717707947,,,,
110,SA,0.397174,0.3975013652113878,,,,
111,Avg,263095.4601512633,261934.7940380847,,,,
111,SA,0.553487,0.5549652522867884,,,,
112,Avg,-617144.9559016785,-613513.6150910902,,,,
112,SA,0.552451,0.5526285500843093,,,,
113,Avg,205649.00295158627,205414.92079133957,,,,
113,SA,0.658861,0.670121028866806,,,,
114,Avg,438059.6262422319,437036.98555743,,,,
114,SA,0.692685,0.6921334982386248,,,,
115,Avg,5965806.770498393,5964584.055136158,,,,
115,SA,0.591325,0.5942143099843651,,,,
116,Avg,13788696.801252324,13787366.003232231,,,,
116,SA,0.971444,0.9734155286725676,,,,
117,Avg,-1871518.4225395385,-1871193.756321236,,,,
117,SA,0.425044,0.4207342653970412,,,,
118,Avg,856517.1741401063,857886.453033167,,,,
118,SA,0.755979,0.7564146729497667,,,,
119,Avg,-448175.85087044886,-455331.887766945,,,,
119,SA,0.702943,0.7029304323884652,,,,
120,Avg,1948401.312362108,1948735.885204064,,,,
120,SA,0.937364,0.9375559773691012,,,,
121,Avg,1895892.7456330785,1895726.6519865044,,,,
121,SA,0.765111,0.7708322898108417,,,,
122,Avg,2926522.489661021,2928316.5951491725,,,,
122,SA,0.836094,0.8379864107935426,,,,
123,Avg,300435.6285728944,300719.8787446631,,,,
123,SA,0.661953,0.653224758065262,,,,
124,Avg,920856.0228943971,926053.2107445052,,,,
124,SA,0.329758,0.3243910383771797,,,,
125,Avg,-2716334.246300258,-2714190.781740012,,,,
125,SA,0.211021,0.2100081917253312,,,,
126,Avg,2860429.172057674,2862741.435858976,,,,
126,SA,0.839122,0.8642648226342431,,,,
127,Avg,2320044.7736648363,2319794.977652162,,,,
127,SA,0.76515,0.768123002355326,,,,
128,Avg,-6007988.651357466,-6009916.633720465,,,,
128,SA,0.220307,0.2188605112124629,,,,
129,Avg,-460592.5030818321,-460504.27436568815,,,,
129,SA,0.534742,0.4973573401718595,,,,
130,Avg,3923484.969911149,3920132.6035700287,,,,
130,SA,0.859592,0.8678943785867251,,,,
131,Avg,5164304.205853945,5164223.187332411,,,,
131,SA,0.982987,0.9828938764919994,,,,
132,Avg,2380429.418794862,2379618.7409211304,,,,
132,SA,0.802554,0.8025947050597312,,,,
133,Avg,-1387592.4483245108,-1387632.1101833736,,,,
133,SA,0.589155,0.588750007586277,,,,
134,Avg,3451726.0714698266,3452347.759747365,,,,
134,SA,0.941963,0.942014244827842,,,,
135,Avg,1117760.705477239,1117886.9804777305,,,,
135,SA,0.775549,0.7753463719974745,,,,
136,Avg,-829859.1533787585,-829528.1933892121,,,,
136,SA,0.484106,0.4837583122460611,,,,
137,Avg,704120.738854509,704399.9341101157,,,,
137,SA,0.777612,0.7777049806223666,,,,
138,Avg,-122733.3166996053,-122931.39268066824,,,,
138,SA,0.648026,0.6482133784496582,,,,
139,Avg,3831375.639655877,3831482.740194463,,,,
139,SA,0.865731,0.8658624337588963,,,,
140,Avg,-251038.70378550628,-250880.755473126,,,,
140,SA,0.606887,0.6069262694166422,,,,
141,Avg,4262144.792006457,4261934.794038083,,,,
141,SA,0.901646,0.9005773966619379,,,,
142,Avg,-1330704.3828186465,-1331815.032273149,,,,
142,SA,0.26045,0.2506781143983661,,,,
143,Avg,1053367.967054216,1052147.061006203,,,,
143,SA,0.877599,0.8746472828615135,,,,
144,Avg,-2057989.1734325136,-2057109.3902815864,,,,
144,SA,0.300368,0.294055294084685,,,,
145,Avg,90223.12121446896,88164.69397302756,,,,
145,SA,0.872488,0.870063910957277,,,,
146,Avg,1070593.7057090702,1070444.238969312,,,,
146,SA,0.742694,0.7447267413667369,,,,
147,Avg,-771589.9109072757,-771395.1376598652,,,,
147,SA,0.648986,0.6513573273149691,,,,
148,Avg,-53006.3491594614,-53228.73369394354,,,,
148,SA,0.512381,0.5126358923691412,,,,
149,Avg,-319633.4630302405,-318634.31634788774,,,,
149,SA,0.468064,0.4662154529314246,,,,
150,Avg,9071358.862631168,9071444.72444483,,,,
150,SA,0.916129,0.9145592752255682,,,,
151,Avg,-2143234.342160195,-2143033.348013496,,,,
151,SA,0.212703,0.2100601853255261,,,,
152,Avg,9491500.14970871,9484823.44597775,,,,
152,SA,0.997058,0.9971556424311216,,,,
153,Avg,-3795515.3295358513,-3786352.662525263,,,,
153,SA,0.428079,0.4187580741475759,,,,
154,Avg,578690.2667656264,579265.5507975033,,,,
154,SA,0.771483,0.7799013924699506,,,,
155,Avg,923475.77994571,927367.5448606332,,,,
155,SA,0.944157,0.9478687404541044,,,,
156,Avg,1693839.3604741436,1693303.613016916,,,,
156,SA,0.988352,0.9878498791351616,,,,
157,Avg,3704206.913105188,3703847.421040172,,,,
157,SA,0.97821,0.9776967586723668,,,,
158,Avg,-1216306.1963136687,-1215361.0391982216,,,,
158,SA,0.43587,0.4077503112897341,,,,
159,Avg,-4198846.327126861,-4195269.327528938,,,,
159,SA,0.197451,0.1924823501652596,,,,
160,Avg,3735001.9230677392,3734368.976793715,,,,
160,SA,0.979514,0.980419140675944,,,,
161,Avg,-130406.99290570672,-130166.81266759062,,,,
161,SA,0.544239,0.5448140318540358,,,,
162,Avg,964163.972658074,962612.1233964524,,,,
162,SA,1.0,1.0,,,,
163,Avg,-1474943.8423853086,-1474595.0065709553,,,,
163,SA,0.704134,0.7041017209432838,,,,
164,Avg,3538219.216139186,3538592.876765862,,,,
164,SA,0.967103,0.9670693123075188,,,,
165,Avg,-1237836.2146113515,-1238295.9813873996,,,,
165,SA,0.484392,0.4849234159495582,,,,
166,Avg,4461601.154417872,4463531.606448468,,,,
166,SA,0.96926,0.9692989015360038,,,,
167,Avg,2192188.8626677347,2191286.310742864,,,,
167,SA,0.960262,0.960337043082532,,,,
168,Avg,999893.6003743968,999763.658819098,,,,
168,SA,0.897845,0.8979030746970065,,,,
169,Avg,1664654.8391209317,1665286.7733309465,,,,
169,SA,0.830166,0.8302054953677518,,,,
170,Avg,7060007.008108282,7061770.491814376,,,,
170,SA,0.980174,0.9801587781664484,,,,
171,Avg,2455934.9300666787,2456284.7940380853,,,,
171,SA,0.780544,0.7800632280076321,,,,
172,Avg,15007995.07765036,15009806.823249493,,,,
172,SA,0.957451,0.9578169560112386,,,,
173,Avg,-2050680.5242498692,-2051426.376573788,,,,
173,SA,0.489876,0.4881637793115224,,,,
174,Avg,3395356.260262284,3395533.1274304977,,,,
174,SA,0.961142,0.9618182938629392,,,,
175,Avg,2714119.9874438057,2712420.169401389,,,,
175,SA,0.996597,0.9964905069942562,,,,
176,Avg,4839420.748204282,4837479.651030305,,,,
176,SA,0.999329,0.9993485924569472,,,,
177,Avg,7639531.732037431,7637777.423650251,,,,
177,SA,0.980994,0.9821162683581874,,,,
178,Avg,-2519601.24512993,-2515320.8961727186,,,,
178,SA,0.341023,0.3353672907884935,,,,
179,Avg,-2139540.6329967496,-2124160.34306522,,,,
179,SA,0.633918,0.6336713733916405,,,,
180,Avg,17964470.17772923,17965888.86501555,,,,
180,SA,1.0,1.0,,,,
181,Avg,-1143753.0885065594,-1143033.3480134946,,,,
181,SA,0.370113,0.3604305104666713,,,,
182,Avg,-1723826.353079514,-1711450.3747772053,,,,
182,SA,0.464271,0.4449717402056259,,,,
183,Avg,7076099.605256532,7078439.475362446,,,,
183,SA,0.976431,0.9773140208193084,,,,
184,Avg,3393000.246628087,3393794.063354166,,,,
184,SA,0.949314,0.9512139744449852,,,,
185,Avg,5066242.340789792,5065199.176994811,,,,
185,SA,0.988287,0.9873959240757072,,,,
186,Avg,1472247.4208320216,1470038.5487517456,,,,
186,SA,0.837351,0.8440749299967354,,,,
187,Avg,-4420633.661871388,-4421803.325268854,,,,
187,SA,0.309311,0.3027957368825337,,,,
188,Avg,-3963182.521930559,-3963404.418182057,,,,
188,SA,0.130554,0.1272249602579752,,,,
189,Avg,476271.07646067097,476339.5727530387,,,,
189,SA,0.873319,0.8805250197523481,,,,
190,Avg,-824412.9693205506,-829804.8797190153,,,,
190,SA,0.692356,0.6847242270172796,,,,
191,Avg,2869641.8551203366,2869833.18733241,,,,
191,SA,0.856446,0.8566647724645359,,,,
192,Avg,968275.6865777863,967101.8328552244,,,,
192,SA,0.848834,0.8487053495379018,,,,
193,Avg,2008083.4436149665,2008427.359912799,,,,
193,SA,1.0,1.0,,,,
194,Avg,4442814.555260756,4443738.47903138,,,,
194,SA,0.939312,0.939312726297168,,,,
195,Avg,1349715.1339841946,1350001.5171662618,,,,
195,SA,0.917762,0.9175780035879176,,,,
196,Avg,-1665417.607475766,-1665696.306273086,,,,
196,SA,0.558017,0.558569190359026,,,,
197,Avg,-3517041.677694505,-3516151.249645908,,,,
197,SA,0.305293,0.3051457466081018,,,,
198,Avg,332637.2303419351,332694.59494887927,,,,
198,SA,0.798205,0.7986204703221996,,,,
199,Avg,-1347966.0263359274,-1348324.9001174655,,,,
199,SA,0.240186,0.2402022809811139,,,,
200,Avg,3699550.6116393465,3699954.935413412,,,,
200,SA,0.818494,0.8185420329247974,,,,
201,Avg,3455823.1886316,3456284.7940380853,,,,
201,SA,0.856619,0.8544924366960359,,,,
202,Avg,9796603.707983805,9793060.142550511,,,,
202,SA,0.979344,0.9798271651416668,,,,
203,Avg,1285447.7855413775,1284643.4001369434,,,,
203,SA,0.886993,0.8830043723160359,,,,
204,Avg,1890858.91240585,1890652.3163482307,,,,
204,SA,1.0,1.0,,,,
205,Avg,7827838.998700674,7827719.4727930175,,,,
205,SA,0.955537,0.9577655121423168,,,,
206,Avg,-1796978.732892491,-1796286.5870030108,,,,
206,SA,0.426887,0.4131000272713573,,,,
207,Avg,13965496.310731212,13966676.519828089,,,,
207,SA,1.0,1.0,,,,
208,Avg,31111171.235820897,31110713.16821372,,,,
208,SA,1.0,1.0,,,,
209,Avg,5828106.128595735,5824100.328578052,,,,
209,SA,0.993646,0.994071502874367,,,,
210,Avg,7623425.579238153,7622768.166849167,,,,
210,SA,1.0,1.0,,,,
211,Avg,2857623.1229096386,2856966.6519865044,,,,
211,SA,0.855272,0.8617665328771232,,,,
212,Avg,783404.9634405879,775198.1892463488,,,,
212,SA,0.93049,0.9335008751165046,,,,
213,Avg,4176844.985674701,4175358.54921132,,,,
213,SA,0.93505,0.9420363851959902,,,,
214,Avg,2269483.551157434,2269172.6367542963,,,,
214,SA,0.986952,0.9865435405219208,,,,
215,Avg,3286139.836882964,3284162.592959645,,,,
215,SA,0.990913,0.990501974280404,,,,
216,Avg,3423855.4562306595,3421721.8117132373,,,,
216,SA,0.980216,0.9796169540607363,,,,
217,Avg,6368302.286953647,6372585.151265342,,,,
217,SA,1.0,1.0,,,,
218,Avg,1182968.077984013,1181521.2871549102,,,,
218,SA,0.819808,0.8248022086999971,,,,
219,Avg,-845008.7718642242,-842298.648182046,,,,
219,SA,0.556268,0.5432820638310201,,,,
220,Avg,6570702.815461388,6571326.158440988,,,,
220,SA,1.0,1.0,,,,
221,Avg,6869683.850810471,6869833.187332412,,,,
221,SA,1.0,1.0,,,,
222,Avg,2560787.4119478096,2561366.1935089505,,,,
222,SA,0.9427,0.9429660217528424,,,,
223,Avg,1663113.0592692583,1663596.8195181096,,,,
223,SA,1.0,1.0,,,,
224,Avg,10089630.1311123,10090026.978045324,,,,
224,SA,1.0,1.0,,,,
225,Avg,710214.299612757,709701.5805873323,,,,
225,SA,0.686689,0.6865603195275113,,,,
226,Avg,1312000.8467383252,1312580.1382271603,,,,
226,SA,0.942965,0.942820638365123,,,,
227,Avg,-3914428.6905145766,-3912647.899082546,,,,
227,SA,0.353923,0.3540467318017854,,,,
228,Avg,1327050.1271295394,1326825.5351761794,,,,
228,SA,0.84495,0.8447260273800147,,,,
229,Avg,2063425.8503022983,2063210.2467885944,,,,
229,SA,1.0,1.0,,,,
230,Avg,16427746.357409324,16429634.331810476,,,,
230,SA,1.0,1.0,,,,
231,Avg,7456688.398078337,7456284.794038082,,,,
231,SA,0.987011,0.9875273744782884,,,,
232,Avg,2391553.5676334747,2392360.7458459768,,,,
232,SA,0.831477,0.8282972487950244,,,,
233,Avg,5301901.2983374605,5301511.534652728,,,,
233,SA,0.983454,0.9845274464872767,,,,
234,Avg,5552534.896249476,5552379.081349106,,,,
234,SA,0.99862,0.998585835880531,,,,
235,Avg,6167694.796009288,6167509.57474838,,,,
235,SA,1.0,1.0,,,,
236,Avg,6639.885299868022,7838.415010019942,,,,
236,SA,0.567847,0.5690774551957551,,,,
237,Avg,8540304.71037979,8540096.041372586,,,,
237,SA,0.993477,0.9935993718926306,,,,
238,Avg,4058736.459941639,4059117.786992261,,,,
238,SA,1.0,1.0000000000000002,,,,
239,Avg,-8994258.747000275,-8991007.588828946,,,,
239,SA,0.177833,0.1736859723880932,,,,
240,Avg,1635912.690889146,1637314.446006816,,,,
240,SA,0.85826,0.8568821452315746,,,,
241,Avg,-2143485.5878866143,-2143033.348013496,,,,
241,SA,0.211799,0.2100601853255261,,,,
242,Avg,-776517.4852818704,-774692.7089403855,,,,
242,SA,0.43172,0.4220051339706917,,,,
243,Avg,10472605.726780271,10471569.43804068,,,,
243,SA,0.996264,0.9963130524241832,,,,
244,Avg,5422132.358900876,5421881.121011156,,,,
244,SA,0.998656,0.9986598590484572,,,,
245,Avg,1131798.31640521,1131399.357758272,,,,
245,SA,0.931828,0.93696379833952,,,,
246,Avg,-550161.998371852,-547041.6749742647,,,,
246,SA,0.540769,0.5337495408389256,,,,
247,Avg,1532067.599306771,1531620.674697337,,,,
247,SA,0.951776,0.9550829638028518,,,,
248,Avg,1160396.4129818752,1160199.3378941994,,,,
248,SA,0.855641,0.8559373246800899,,,,
249,Avg,8295462.469407917,8296565.635775453,,,,
249,SA,0.982081,0.9814667522417349,,,,
250,Avg,1423215.3266971973,1423259.6871228362,,,,
250,SA,0.793018,0.8087206331102689,,,,
251,Avg,1763785.334825941,1763798.9590028415,,,,
251,SA,1.0,1.0,,,,
252,Avg,586042.0211300356,586004.0662579626,,,,
252,SA,1.0,1.0,,,,
253,Avg,2643099.3801135947,2643070.7417613026,,,,
253,SA,1.0,0.9999999505884304,,,,
254,Avg,1161877.36882422,1161837.2609431352,,,,
254,SA,1.0,0.9999999945449998,,,,
255,Avg,1463965.165744662,1463963.1505134015,,,,
255,SA,1.0,0.9999999633971118,,,,
256,Avg,1010199.2750927842,1010115.6523256246,,,,
256,SA,1.0,0.9999999315958502,,,,
257,Avg,1853981.6406915383,1853703.0329087465,,,,
257,SA,1.0,1.0,,,,
258,Avg,635205.5071866221,635261.9740533596,,,,
258,SA,1.0,0.9999999980331774,,,,
259,Avg,7780828.536944339,7780855.6423700275,,,,
259,SA,1.0,1.0,,,,
260,Avg,1793065.5174268126,1793066.993488921,,,,
260,SA,1.0,0.9999999155831464,,,,
261,Avg,3156803.684174751,3156777.7188482634,,,,
261,SA,1.0,1.0,,,,
262,Avg,2976542.8828787864,2976550.797693537,,,,
262,SA,1.0,0.9999999365983476,,,,
263,Avg,12208189.822538257,12208157.637717271,,,,
263,SA,1.0,1.0,,,,
264,Avg,3287457.895486133,3287423.5202132184,,,,
264,SA,1.0,0.99999997332367,,,,
265,Avg,2576368.745080756,2576415.8850897527,,,,
265,SA,1.0,1.0,,,,
266,Avg,1145013.143758444,1144942.919597204,,,,
266,SA,1.0,1.0,,,,
267,Avg,1482690.96242303,1482740.8575376538,,,,
267,SA,1.0,0.9999999667269904,,,,
268,Avg,8652594.585035617,8652342.030329378,,,,
268,SA,1.0,1.0,,,,
269,Avg,2365096.203104742,2365089.536611158,,,,
269,SA,1.0,0.9999999985621708,,,,
270,Avg,1642126.530313044,1642002.5281109489,,,,
270,SA,1.0,0.9999999860658124,,,,
271,Avg,788993.9798916711,789036.6220901241,,,,
271,SA,1.0,0.999999927694037,,,,
272,Avg,4399173.641677486,4399134.483156001,,,,
272,SA,1.0,0.9999999566602952,,,,
273,Avg,3623809.868843941,3623817.5849738736,,,,
273,SA,1.0,1.0,,,,
274,Avg,428260.48256889,428249.5034025373,,,,
274,SA,1.0,1.0,,,,
275,Avg,25283.856203711395,25196.072949712896,,,,
275,SA,0.797063,0.7972029584257565,,,,
276,Avg,1726226.40100885,1726278.9648255792,,,,
276,SA,1.0,0.9999999106635058,,,,
277,Avg,644211.385299118,644386.935414607,,,,
277,SA,1.0,0.9999999999999996,,,,
278,Avg,251747.30241167275,251757.34804376983,,,,
278,SA,1.0,0.9999999106635058,,,,
279,Avg,410667.1092921236,410658.8109843852,,,,
279,SA,0.9393,0.9393549569728664,,,,
280,Avg,-418892.8505431096,-418840.1352851324,,,,
280,SA,0.76087,0.7615006370371726,,,,
281,Avg,1448130.1933176492,1448050.4785621988,,,,
281,SA,1.0,0.9999999786708328,,,,
282,Avg,3006125.7641361286,3006163.36010602,,,,
282,SA,1.0,1.0,,,,
283,Avg,423575.4496202793,423769.3854984597,,,,
