test_case,metric_type,best_0,best_1,best_2,best_3,best_4,best_5
37,Avg,-961520.2888202062,-959831.081173965,-959831.081173965,-959831.081173965,-959831.081173965,-959831.081173965
37,SA,0.385487,0.3749103838746843,0.3749103838746843,0.3749103838746843,0.3749103838746843,0.3749103838746843
38,Avg,-1307539.8775776364,-1307105.645593634,-1307105.645593634,-1307105.645593634,-1307105.645593634,-1307105.645593634
38,SA,0.580582,0.5472067740239097,0.5472067740239097,0.5472067740239097,0.5472067740239097,0.5472067740239097
39,Avg,36284.006754613474,34338.72824094398,34338.72824094398,34338.72824094398,34338.72824094398,34338.72824094398
39,SA,0.747919,0.7552431930150971,0.7552431930150971,0.7552431930150971,0.7552431930150971,0.7552431930150971
40,Avg,-426895.35493977234,-442316.74481757975,-442316.74481757975,-442316.74481757975,-442316.74481757975,-442316.74481757975
40,SA,0.761411,0.7724805523803094,0.7724805523803094,0.7724805523803094,0.7724805523803094,0.7724805523803094
41,Avg,-5259860.630568442,-5259860.780294266,-5259860.780294266,-5259860.780294266,-5259860.780294266,-5259860.780294266
41,SA,0.0,0.0,0.0,0.0,0.0,0.0
42,Avg,1167480.359109917,1155234.053352635,1155234.053352635,1155234.053352635,1155234.053352635,1155234.053352635
42,SA,0.764168,0.7701578332089412,0.7701578332089412,0.7701578332089412,0.7701578332089412,0.7701578332089412
43,Avg,2037898.3105379744,2035887.980549545,2035887.980549545,2035887.980549545,2035887.980549545,2035887.980549545
43,SA,0.849635,0.8582490872372518,0.8582490872372518,0.8582490872372518,0.8582490872372518,0.8582490872372518
44,Avg,2142880.581022453,2134927.7549410607,2134927.7549410607,2134927.7549410607,2134927.7549410607,2134927.7549410607
44,SA,0.84361,0.8515165988487374,0.8515165988487374,0.8515165988487374,0.8515165988487374,0.8515165988487374
45,Avg,4659086.144228188,4662368.568398043,4662368.568398043,4662368.568398043,4662368.568398043,4662368.568398043
45,SA,0.762983,0.7728321749750543,0.7728321749750543,0.7728321749750543,0.7728321749750543,0.7728321749750543
46,Avg,-1342488.262419203,-1331171.2825034028,-1331171.2825034028,-1331171.2825034028,-1331171.2825034028,-1331171.2825034028
46,SA,0.458165,0.4243327772425929,0.4243327772425929,0.4243327772425929,0.4243327772425929,0.4243327772425929
47,Avg,941612.7261922038,940685.6861303652,940685.6861303652,940685.6861303652,940685.6861303652,940685.6861303652
47,SA,0.855063,0.8642677406223622,0.8642677406223622,0.8642677406223622,0.8642677406223622,0.8642677406223622
48,Avg,196419.4627204169,207447.27199895924,207447.27199895924,207447.27199895924,207447.27199895924,207447.27199895924
48,SA,0.61135,0.586969012521603,0.586969012521603,0.586969012521603,0.586969012521603,0.586969012521603
49,Avg,1911662.2245624843,1909382.579967748,1909382.579967748,1909382.579967748,1909382.579967748,1909382.579967748
49,SA,0.883779,0.8866647793560144,0.8866647793560144,0.8866647793560144,0.8866647793560144,0.8866647793560144
50,Avg,937438.0351150524,902775.815757439,902775.815757439,902775.815757439,902775.815757439,902775.815757439
50,SA,0.873384,0.8828626837971347,0.8828626837971347,0.8828626837971347,0.8828626837971347,0.8828626837971347
51,Avg,-207375.9519,-207610.26675488477,-207610.26675488477,-207610.26675488477,-207610.26675488477,-207610.26675488477
51,SA,0.492119,0.4917049262414158,0.4917049262414158,0.4917049262414158,0.4917049262414158,0.4917049262414158
52,Avg,1302602.9839061478,1303079.0984450425,1303079.0984450425,1303079.0984450425,1303079.0984450425,1303079.0984450425
52,SA,0.949915,0.9496114145551312,0.9496114145551312,0.9496114145551312,0.9496114145551312,0.9496114145551312
53,Avg,262878.7405740368,262870.8277033435,262870.8277033435,262870.8277033435,262870.8277033435,262870.8277033435
53,SA,0.873488,0.8734697415640441,0.8734697415640441,0.8734697415640441,0.8734697415640441,0.8734697415640441
