test_case,metric_type,trial_num,best
196,MC_Avg,0,-1667266.944763388
196,Avg,1,-1665696.3062730874
197,MC_SA,0,0.305773
197,SA,1,0.30514574660810123
197,MC_Avg,0,-3516140.060516324
197,Avg,1,-3516151.249645909
198,MC_SA,0,0.798518
198,SA,1,0.7986204703221961
198,MC_Avg,0,332797.31251331244
198,Avg,1,332694.5949488399
199,MC_SA,0,0.239879
199,SA,1,0.24020228098111443
199,MC_Avg,0,-1348241.5006732834
199,Avg,1,-1348324.900117465
200,MC_SA,0,0.818582
200,SA,1,0.8185420329247968
200,MC_Avg,0,3699141.796539736
200,Avg,1,3699954.935413403
201,MC_SA,0,0.856727
201,SA,1,0.8544924195682958
201,MC_Avg,0,3456789.6674347618
201,Avg,1,3456284.7940380867
202,MC_SA,0,0.979326
202,SA,1,0.9798271636220391
202,MC_Avg,0,9797766.778013831
202,Avg,1,9793066.161184045
203,MC_SA,0,0.886953
203,SA,1,0.8830043627580899
203,MC_Avg,0,1285031.0457998149
203,Avg,1,1271883.7938723508
204,MC_SA,0,1.0
204,SA,1,1.0
204,MC_Avg,0,1890470.2371038506
204,Avg,1,1888737.640591152
205,MC_SA,0,0.955818
205,SA,1,0.957765504566486
205,MC_Avg,0,7827014.475144423
205,Avg,1,7828034.608879838
206,MC_SA,0,0.426446
206,SA,1,0.4131000878949246
206,MC_Avg,0,-1796718.391685691
206,Avg,1,-1796303.888696446
207,MC_SA,0,1.0
207,SA,1,1.0
207,MC_Avg,0,13966491.2956985
207,Avg,1,13968588.833947983
208,MC_SA,0,1.0
208,SA,1,1.0
208,MC_Avg,0,31109071.041072603
